ポケモン名,フォルム名,経路,レベル,技名
ビードル,通常,レベルアップ,9,むしくい
コクーン,通常,レベルアップ,1,かたくなる
コクーン,通常,レベルアップ,1,てっぺき
スピアー,通常,レベルアップ,1,ダブルニードル
スピアー,通常,レベルアップ,1,みだれづき
スピアー,通常,レベルアップ,14,いかり
スピアー,通常,レベルアップ,17,おいうち
スピアー,通常,レベルアップ,20,きあいだめ
スピアー,通常,レベルアップ,23,ベノムショック
スピアー,通常,レベルアップ,26,ダメおし
スピアー,通常,レベルアップ,29,どくびし
スピアー,通常,レベルアップ,30,ミサイルばり
スピアー,通常,レベルアップ,35,どくづき
スピアー,通常,レベルアップ,38,こうそくいどう
スピアー,通常,レベルアップ,41,がむしゃら
スピアー,通常,レベルアップ,44,とどめばり
スピアー,通常,わざマシン,,どくどく
スピアー,通常,わざマシン,,ベノムショック
スピアー,通常,わざマシン,,めざめるパワー
スピアー,通常,わざマシン,,にほんばれ
スピアー,通常,わざマシン,,はかいこうせん
スピアー,通常,わざマシン,,まもる
スピアー,通常,わざマシン,,はねやすめ
スピアー,通常,わざマシン,,やつあたり
スピアー,通常,わざマシン,,ソーラービーム
スピアー,通常,わざマシン,,おんがえし
スピアー,通常,わざマシン,,かわらわり
ポッポ,通常,レベルアップ,1,かぜおこし
ポッポ,通常,レベルアップ,5,すなかけ
ポッポ,通常,レベルアップ,12,でんこうせっか
ポッポ,通常,レベルアップ,19,ふきとばし
ポッポ,通常,レベルアップ,28,つばさでうつ
ポッポ,通常,レベルアップ,36,こうそくいどう
ポッポ,通常,レベルアップ,44,オウムがえし
ピジョン,通常,レベルアップ,1,かぜおこし
ピジョン,通常,レベルアップ,5,すなかけ
ピジョン,通常,レベルアップ,12,でんこうせっか
ピジョン,通常,レベルアップ,21,ふきとばし
ピジョン,通常,レベルアップ,31,つばさでうつ
ピジョン,通常,レベルアップ,40,こうそくいどう
ピジョン,通常,レベルアップ,49,オウムがえし
ピジョット,通常,レベルアップ,1,かぜおこし
ピジョット,通常,レベルアップ,5,すなかけ
ピジョット,通常,レベルアップ,12,でんこうせっか
ピジョット,通常,レベルアップ,21,ふきとばし
ピジョット,通常,レベルアップ,31,つばさでうつ
ピジョット,通常,レベルアップ,44,こうそくいどう
ピジョット,通常,レベルアップ,54,オウムがえし
コラッタ,通常,レベルアップ,1,たいあたり
コラッタ,通常,レベルアップ,1,しっぽをふる
コラッタ,通常,レベルアップ,7,でんこうせっか
コラッタ,通常,レベルアップ,14,ひっさつまえば
コラッタ,通常,レベルアップ,23,きあいだめ
コラッタ,通常,レベルアップ,34,いかりのまえば
ラッタ,通常,レベルアップ,1,たいあたり
ラッタ,通常,レベルアップ,1,しっぽをふる
ラッタ,通常,レベルアップ,7,でんこうせっか
ラッタ,通常,レベルアップ,14,ひっさつまえば
ラッタ,通常,レベルアップ,27,きあいだめ
ラッタ,通常,レベルアップ,41,いかりのまえば
オニスズメ,通常,レベルアップ,1,なきごえ
オニスズメ,通常,レベルアップ,1,つつく
オニスズメ,通常,レベルアップ,9,にらみつける
オニスズメ,通常,レベルアップ,15,みだれづき
オニスズメ,通常,レベルアップ,22,オウムがえし
オニスズメ,通常,レベルアップ,29,ドリルくちばし
オニスズメ,通常,レベルアップ,36,こうそくいどう
オニドリル,通常,レベルアップ,1,つつく
オニドリル,通常,レベルアップ,1,なきごえ
オニドリル,通常,レベルアップ,9,にらみつける
オニドリル,通常,レベルアップ,15,みだれづき
オニドリル,通常,レベルアップ,25,オウムがえし
オニドリル,通常,レベルアップ,34,ドリルくちばし
オニドリル,通常,レベルアップ,43,こうそくいどう
アーボ,通常,レベルアップ,1,まきつく
アーボ,通常,わざマシン,,とっしん
アーボ,通常,わざマシン,,すてみタックル
アーボ,通常,レベルアップ,4,どくばり
アーボ,通常,レベルアップ,1,にらみつける
アーボ,通常,レベルアップ,9,かみつく
アーボ,通常,レベルアップ,20,ようかいえき
アーボ,通常,わざマシン,,じしん
アーボ,通常,わざマシン,,あなをほる
アーボ,通常,わざマシン,,どくどく
アーボ,通常,レベルアップ,17,いやなおと
アーボ,通常,レベルアップ,41,くろいきり
アーボ,通常,わざマシン,,くろいきり
アーボ,通常,レベルアップ,12,へびにらみ
アーボ,通常,わざマシン,,きゅうけつ
アーボ,通常,わざマシン,,ねむる
アーボ,通常,わざマシン,,いわなだれ
アーボ,通常,わざマシン,,みがわり
アーボ,通常,わざマシン,,どろぼう
アーボ,通常,タマゴ,,うらみ
アーボ,通常,わざマシン,,うらみ
アーボ,通常,わざマシン,,まもる
アーボ,通常,タマゴ,,こわいかお
アーボ,通常,わざマシン,,こわいかお
アーボ,通常,レベルアップ,33,ヘドロばくだん
アーボ,通常,わざマシン,,ヘドロばくだん
アーボ,通常,わざマシン,,どろかけ
アーボ,通常,わざマシン,,ギガドレイン
アーボ,通常,わざマシン,,こらえる
アーボ,通常,わざマシン,,ねごと
アーボ,通常,わざマシン,,あまごい
アーボ,通常,わざマシン,,にほんばれ
アーボ,通常,わざマシン,,かみくだく
アーボ,通常,レベルアップ,25,たくわえる
アーボ,通常,レベルアップ,25,はきだす
アーボ,通常,レベルアップ,25,のみこむ
アーボ,通常,わざマシン,,からげんき
アーボ,通常,わざマシン,,はたきおとす
アーボ,通常,タマゴ,,どくどくのキバ
アーボ,通常,わざマシン,,がんせきふうじ
アーボ,通常,わざマシン,,マッドショット
アーボ,通常,タマゴ,,ポイズンテール
アーボ,通常,わざマシン,,ポイズンテール
アーボ,通常,レベルアップ,36,いえき
アーボ,通常,タマゴ,,ふいうち
アーボ,通常,わざマシン,,どくびし
アーボ,通常,わざマシン,,どくづき
アーボ,通常,わざマシン,,あくのはどう
アーボ,通常,わざマシン,,タネばくだん
アーボ,通常,タマゴ,,すりかえ
アーボ,通常,わざマシン,,ほのおのキバ
アーボ,通常,レベルアップ,49,ダストシュート
アーボ,通常,わざマシン,,ダストシュート
アーボ,通常,わざマシン,,ベノムショック
アーボ,通常,わざマシン,,ヘドロウェーブ
アーボ,通常,レベルアップ,44,とぐろをまく
アーボ,通常,レベルアップ,28,アシッドボム
アーボ,通常,わざマシン,,アシッドボム
アーボ,通常,わざマシン,,バークアウト
アーボ,通常,レベルアップ,38,ゲップ
アーボ,通常,わざマシン,,サイコファング
アーボ,通常,わざマシン,,スケイルショット
アーボ,通常,わざマシン,,はいよるいちげき
アーボ,通常,わざマシン,,うっぷんばらし
アーボ,通常,わざマシン,,テラバースト
アーボ,通常,わざマシン,,くさわけ
アーボック,通常,わざマシン,,のしかかり
アーボック,通常,レベルアップ,1,まきつく
アーボック,通常,わざマシン,,とっしん
アーボック,通常,わざマシン,,すてみタックル
アーボック,通常,レベルアップ,1,どくばり
アーボック,通常,レベルアップ,1,にらみつける
アーボック,通常,レベルアップ,1,かみつく
アーボック,通常,レベルアップ,20,ようかいえき
アーボック,通常,わざマシン,,はかいこうせん
アーボック,通常,わざマシン,,じしん
アーボック,通常,わざマシン,,あなをほる
アーボック,通常,わざマシン,,どくどく
アーボック,通常,レベルアップ,17,いやなおと
アーボック,通常,レベルアップ,51,くろいきり
アーボック,通常,わざマシン,,くろいきり
アーボック,通常,レベルアップ,12,へびにらみ
アーボック,通常,わざマシン,,きゅうけつ
アーボック,通常,わざマシン,,ねむる
アーボック,通常,わざマシン,,いわなだれ
アーボック,通常,わざマシン,,みがわり
アーボック,通常,わざマシン,,どろぼう
アーボック,通常,タマゴ,,うらみ
アーボック,通常,わざマシン,,うらみ
アーボック,通常,わざマシン,,まもる
アーボック,通常,タマゴ,,こわいかお
アーボック,通常,わざマシン,,こわいかお
アーボック,通常,レベルアップ,39,ヘドロばくだん
アーボック,通常,わざマシン,,ヘドロばくだん
アーボック,通常,わざマシン,,どろかけ
アーボック,通常,わざマシン,,ギガドレイン
アーボック,通常,わざマシン,,こらえる
アーボック,通常,わざマシン,,ねごと
アーボック,通常,わざマシン,,いたみわけ
アーボック,通常,わざマシン,,あまごい
アーボック,通常,わざマシン,,にほんばれ
アーボック,通常,レベルアップ,0,かみくだく
アーボック,通常,わざマシン,,かみくだく
アーボック,通常,レベルアップ,27,たくわえる
アーボック,通常,レベルアップ,27,はきだす
アーボック,通常,レベルアップ,27,のみこむ
アーボック,通常,わざマシン,,からげんき
アーボック,通常,わざマシン,,はたきおとす
アーボック,通常,タマゴ,,どくどくのキバ
アーボック,通常,わざマシン,,がんせきふうじ
アーボック,通常,わざマシン,,マッドショット
アーボック,通常,タマゴ,,ポイズンテール
アーボック,通常,わざマシン,,ポイズンテール
アーボック,通常,レベルアップ,44,いえき
アーボック,通常,タマゴ,,ふいうち
アーボック,通常,わざマシン,,どくびし
アーボック,通常,わざマシン,,どくづき
アーボック,通常,わざマシン,,あくのはどう
アーボック,通常,わざマシン,,タネばくだん
アーボック,通常,タマゴ,,すりかえ
アーボック,通常,わざマシン,,ギガインパクト
アーボック,通常,レベルアップ,1,かみなりのキバ
アーボック,通常,わざマシン,,かみなりのキバ
アーボック,通常,レベルアップ,1,こおりのキバ
アーボック,通常,わざマシン,,こおりのキバ
アーボック,通常,レベルアップ,1,ほのおのキバ
アーボック,通常,わざマシン,,ほのおのキバ
